Application/Permit Number,Permit Type,Address,Category,Action Type,Work Type,Value,Application Date,Issue Date,Final Date,Expiration Date,Status,Master Use Permit,Latitude,Longitude
6480543,Construction,2501 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,Plan Review,7000,8/5/15,9/3/15,10/16/15,3/3/17,Permit Closed,,47.64219938,-122.3262719
6481694,Construction,2150 N 107TH ST,COMMERCIAL,ADD/ALT,Plan Review,15000,7/30/15,9/3/15,,3/3/17,Permit Issued,,47.70744504,-122.3317243
6465821,Construction,601 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,15000,7/30/15,9/3/15,,3/3/17,Permit Issued,,47.60284955,-122.3318535
6480336,Construction,4609 14TH AVE NW,COMMERCIAL,ADD/ALT,Plan Review,15000,7/22/15,9/3/15,10/8/15,3/3/17,Permit Closed,,47.66242508,-122.3740149
6474032,Construction,7524 35TH AVE SW,COMMERCIAL,ADD/ALT,Plan Review,15000,7/20/15,9/3/15,,3/3/17,Permit Issued,,47.53456663,-122.3763395
6480516,Construction,602 19TH AVE E,COMMERCIAL,ADD/ALT,Plan Review,15000,7/17/15,9/3/15,,3/3/17,Permit Issued,,47.62463207,-122.3070558
6465809,Construction,700 5TH AVE,COMMERCIAL,ADD/ALT,Plan Review,15000,6/5/15,9/3/15,,3/3/17,Permit Issued,,47.60501319,-122.3298953
6468190,Construction,434 BROADWAY E,COMMERCIAL,ADD/ALT,Plan Review,229940,5/14/15,9/3/15,,3/3/17,Permit Issued,,47.62297996,-122.3206082
6450445,Construction,201 S KING ST,COMMERCIAL,ADD/ALT,Plan Review,5000,12/31/14,9/3/15,,3/3/17,Permit Issued,,47.59785934,-122.3323681
6487396,Construction,2015 WESTERN AVE,COMMERCIAL,ALTER,Plan Review,150000,7/31/15,9/3/15,10/13/15,3/3/17,Permit Closed,,47.61083028,-122.3448734
6490775,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,80000,8/20/15,9/3/15,,3/3/17,Permit Issued,,47.60454089,-122.3307351
6483766,Construction,711 2ND AVE,COMMERCIAL,ALTER,Plan Review,469200,7/10/15,9/3/15,11/2/15,3/3/17,Permit Closed,,47.60331562,-122.3339067
6483050,Construction,4208 RAINIER AVE S,COMMERCIAL,NO CONSTRUCTION,Plan Review,1,7/17/15,9/3/15,11/13/15,3/3/17,Permit Closed,,47.56514926,-122.2878257
6493485,Construction,600 4TH AVE,COMMERCIAL,ADD/ALT,No plan review,35000,9/4/15,9/4/15,,3/4/17,Permit Issued,,47.60377936,-122.3297213
6493477,Construction,1000 DEXTER AVE N,COMMERCIAL,ADD/ALT,No plan review,65000,9/4/15,9/4/15,,3/4/17,Permit Issued,,47.62817641,-122.342138
6487901,Construction,3400 STONE WAY N,COMMERCIAL,ADD/ALT,No plan review,19100,9/4/15,9/4/15,9/24/15,3/4/17,Permit Closed,,47.64868169,-122.3425554
6493340,Construction,2106 24TH AVE S,COMMERCIAL,ADD/ALT,No plan review,30000,9/4/15,9/4/15,11/13/15,3/4/17,Permit Closed,,47.58408201,-122.3012636
6476315,Construction,511 E ROY ST,COMMERCIAL,ADD/ALT,Plan Review,362700,6/3/15,9/4/15,,3/4/17,Permit Issued,,47.62483487,-122.3250931
6493619,Construction,2200 WESTLAKE AVE,COMMERCIAL,ADD/ALT,No plan review,22000,9/8/15,9/8/15,11/2/15,3/8/17,Permit Closed,,47.61783173,-122.3372997
6486516,Construction,1823 E MADISON ST,COMMERCIAL,ADD/ALT,Plan Review,10000,8/27/15,9/8/15,10/13/15,3/8/17,Permit Closed,,47.61617347,-122.3081434
6491551,Construction,1015 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,60000,8/25/15,9/8/15,11/13/15,3/8/17,Permit Closed,,47.60582637,-122.3346527
6441100,Construction,1201 NE CAMPUS PKWY,COMMERCIAL,ADD/ALT,Plan Review,18000,8/6/15,9/8/15,,3/8/17,Permit Issued,,47.65577925,-122.3153134
6474344,Construction,1222 E MADISON ST,COMMERCIAL,ADD/ALT,Plan Review,75000,7/22/15,9/8/15,,3/8/17,Permit Issued,,47.61338199,-122.3159478
6461124,Construction,712 N 34TH ST,COMMERCIAL,ADD/ALT,Plan Review,400000,5/5/15,9/8/15,,3/8/17,Permit Issued,,47.64965582,-122.3491417
6493989,Construction,2301 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,6000,9/9/15,9/9/15,,3/9/17,Permit Issued,,47.61598094,-122.3437016
6493983,Construction,2201 6TH AVE,COMMERCIAL,ADD/ALT,No plan review,38000,9/9/15,9/9/15,10/20/15,3/9/17,Permit Closed,,47.61599976,-122.3416694
6486171,Construction,4861 RAINIER AVE S,COMMERCIAL,ADD/ALT,No plan review,4000,9/9/15,9/9/15,,3/9/17,Permit Issued,,47.55831634,-122.2855422
6493869,Construction,520 PIKE ST,COMMERCIAL,ADD/ALT,No plan review,40000,9/9/15,9/9/15,,3/9/17,Permit Issued,,47.61125861,-122.3349503
6424056,Construction,4814 INTERLAKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,24000,8/8/14,9/9/15,11/13/15,3/9/17,Permit Closed,,47.66412892,-122.3402272
6487015,Construction,300 PINE ST,COMMERCIAL,ALTER,Plan Review,350000,7/30/15,9/9/15,,3/9/17,Permit Issued,,47.61130513,-122.3384511
6490130,Construction,1801 7TH AVE,COMMERCIAL,ALTER,Plan Review,98182,8/17/15,9/9/15,10/14/15,3/9/17,Permit Closed,,47.61375188,-122.3356752
6128401,Construction,505 MADISON ST,COMMERCIAL,NEW,Plan Review,166696118,8/13/08,9/9/15,,3/9/17,Permit Issued,3014759,47.6064785,-122.3313647
6494072,Construction,510 OCCIDENTAL AVE S,COMMERCIAL,ADD/ALT,No plan review,20000,9/10/15,9/10/15,10/20/15,3/10/17,Permit Closed,,47.59785934,-122.3323681
6473014,Construction,2620 NE 46TH ST,COMMERCIAL,ADD/ALT,Plan Review,150000,7/22/15,9/10/15,11/6/15,3/10/17,Permit Closed,,47.66197043,-122.2989147
6460316,Construction,300 OCCIDENTAL AVE S,COMMERCIAL,ADD/ALT,Plan Review,29790,6/26/15,9/10/15,,3/10/17,Permit Issued,,47.59962187,-122.3324868
6470717,Construction,8421 GREENWOOD AVE N,COMMERCIAL,ADD/ALT,Plan Review,250000,6/5/15,9/10/15,,3/10/17,Permit Issued,,47.69043496,-122.3555941
6461709,Construction,1101 DEXTER AVE N,COMMERCIAL,ADD/ALT,Plan Review,25600000,5/15/15,9/10/15,,3/10/17,Permit Issued,,47.62906083,-122.3426014
6457767,Construction,419 NE 71ST ST,COMMERCIAL,ADD/ALT,Plan Review,926505,2/24/15,9/10/15,,3/10/17,Permit Issued,3017353,47.67985766,-122.3233612
6449446,Construction,222 5TH AVE N,COMMERCIAL,ADD/ALT,Plan Review,150000,1/14/15,9/10/15,,3/10/17,Permit Issued,,47.62051606,-122.3471543
6425160,Construction,1530 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,50000,12/30/14,9/10/15,,3/10/17,Permit Issued,,47.61066334,-122.3381645
6460945,Demolition,419 NE 71ST ST,COMMERCIAL,DEMOLITION,No plan review,1,3/2/15,9/10/15,,3/10/17,Permit Issued,3017353,47.67985766,-122.3233612
6494444,Construction,1201 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,482644,9/11/15,9/11/15,,3/11/17,Permit Issued,,47.60723772,-122.3361213
6494357,Construction,1616 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,No plan review,49900,9/11/15,9/11/15,,3/11/17,Permit Issued,,47.63451652,-122.3250645
6464375,Construction,1505 5TH AVE,COMMERCIAL,ADD/ALT,Plan Review,1600000,5/8/15,9/11/15,,3/11/17,Permit Issued,,47.61077744,-122.3361124
6490344,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,800851,8/18/15,9/11/15,,3/11/17,Permit Issued,,47.60454089,-122.3307351
6492653,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,819721,9/1/15,9/11/15,,3/11/17,Permit Issued,,47.60454089,-122.3307351
6472685,Construction,215 N 36TH ST,COMMERCIAL,ADD/ALT,Plan Review,402366,7/21/15,9/14/15,,3/14/17,Permit Issued,,47.65242369,-122.35587
6454874,Demolition,1550 W ARMORY WAY,COMMERCIAL,DEMOLITION,Plan Review,1,1/16/15,9/14/15,,3/14/17,Permit Issued,3017442,47.63849474,-122.3769606
6475550,Demolition,1600 W ARMORY WAY,COMMERCIAL,DEMOLITION,Plan Review,1,5/22/15,9/14/15,,3/14/17,Permit Issued,3017442,47.63991495,-122.3779691
6494803,Construction,1420 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,50000,9/15/15,9/15/15,10/27/15,3/15/17,Permit Closed,,47.6105508,-122.3346793
6487755,Construction,342 15TH AVE E,COMMERCIAL,ADD/ALT,No plan review,23000,9/15/15,9/15/15,,3/15/17,Permit Issued,,47.62164697,-122.3123918
6480019,Construction,1416 NW 46TH ST,COMMERCIAL,ADD/ALT,Plan Review,15000,7/22/15,9/15/15,10/30/15,3/15/17,Permit Closed,,47.66234,-122.3748177
6469299,Construction,305 BELL ST,COMMERCIAL,ADD/ALT,Plan Review,126504,4/29/15,9/15/15,,3/15/17,Permit Issued,,47.61470336,-122.3444733
6492320,Construction,1001 4TH AVE,COMMERCIAL,ALTER,Plan Review,90000,8/31/15,9/15/15,,3/15/17,Permit Issued,,47.60615304,-122.333894
6429608,Construction,1823 EASTLAKE AVE E,COMMERCIAL,NEW,Plan Review,5061536,11/25/14,9/15/15,,3/15/17,Permit Issued,3014468,47.6356913,-122.3259269
6495183,Construction,101 YESLER WAY,COMMERCIAL,ADD/ALT,No plan review,26000,9/16/15,9/16/15,,3/16/17,Permit Issued,,47.60148186,-122.3338027
6495174,Construction,2301 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,10000,9/16/15,9/16/15,,3/16/17,Permit Issued,,47.61598094,-122.3437016
6495171,Construction,1918 8TH AVE,COMMERCIAL,ADD/ALT,No plan review,2000,9/16/15,9/16/15,,3/16/17,Permit Issued,,47.61540055,-122.3358177
6495154,Construction,700 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,30000,9/16/15,9/16/15,,3/16/17,Permit Issued,,47.60501319,-122.3298953
6448096,Construction,3121 E MADISON ST,COMMERCIAL,ADD/ALT,Plan Review,50000,9/2/15,9/16/15,,3/16/17,Permit Issued,,47.62618674,-122.2915752
6466158,Construction,1525 1ST AVE,COMMERCIAL,ADD/ALT,Plan Review,100000,6/25/15,9/16/15,,3/16/17,Permit Issued,,47.60947545,-122.3410834
6466701,Construction,2400 6TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,2780000,6/9/15,9/16/15,,3/16/17,Permit Issued,,47.58122351,-122.3254944
6466475,Construction,815 PINE ST,COMMERCIAL,ADD/ALT,Plan Review,750000,5/28/15,9/16/15,,3/16/17,Permit Issued,,47.6132448,-122.3322453
6486112,Construction,900 4TH AVE,COMMERCIAL,ALTER,Plan Review,498591,7/23/15,9/16/15,11/19/15,3/16/17,Permit Closed,,47.60587719,-122.3320497
6387901,Construction,400 DEXTER AVE N,COMMERCIAL,NEW,Plan Review,67424413,5/14/15,9/16/15,,3/16/17,Permit Issued,3016362,47.6223157,-122.3419568
6492205,Construction,601 BROADWAY E,COMMERCIAL,ADD/ALT,No plan review,70000,9/17/15,9/17/15,,3/17/17,Permit Issued,,47.6244649,-122.3212562
6495316,Construction,1835 QUEEN ANNE AVE N,COMMERCIAL,ADD/ALT,No plan review,128739,9/17/15,9/17/15,,3/17/17,Permit Issued,,47.63583203,-122.3575049
6481324,Construction,2101 N 34TH ST,COMMERCIAL,ADD/ALT,Plan Review,35000,8/13/15,9/17/15,,3/17/17,Permit Issued,,47.64779255,-122.3335372
6488235,Construction,4465 FREMONT AVE N,COMMERCIAL,ADD/ALT,Plan Review,1000,8/7/15,9/17/15,9/21/15,3/17/17,Permit Closed,,47.66129314,-122.3504271
6480290,Construction,400 FAIRVIEW AVE N,COMMERCIAL,ADD/ALT,Plan Review,45000,8/3/15,9/17/15,,3/17/17,Permit Issued,,47.62251637,-122.3339166
6476467,Construction,909 UNIVERSITY ST,COMMERCIAL,ADD/ALT,Plan Review,479640,7/31/15,9/17/15,11/12/15,3/17/17,Permit Closed,,47.61048766,-122.3283856
6475557,Construction,2525 6TH AVE,COMMERCIAL,ADD/ALT,Plan Review,100000,7/27/15,9/17/15,,3/17/17,Permit Issued,,47.6177921,-122.3452535
6475446,Construction,5041 WILSON AVE S,COMMERCIAL,ADD/ALT,Plan Review,185000,7/24/15,9/17/15,,3/17/17,Permit Issued,,47.55571477,-122.2706198
6481706,Construction,505 5TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,236351,7/23/15,9/17/15,,3/17/17,Permit Issued,,47.59865997,-122.3285576
6475683,Construction,101 ELLIOTT AVE W,COMMERCIAL,ADD/ALT,Plan Review,52500,7/17/15,9/17/15,,3/17/17,Permit Issued,,47.61891226,-122.3595916
6472747,Construction,513 WESTLAKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,500000,7/15/15,9/17/15,,3/17/17,Permit Issued,,47.62374357,-122.3388145
6481612,Construction,1400 5TH AVE,COMMERCIAL,ADD/ALT,Plan Review,800000,7/9/15,9/17/15,11/6/15,3/17/17,Permit Closed,,47.61003393,-122.3345338
6474470,Construction,2060 6TH AVE,COMMERCIAL,ADD/ALT,Plan Review,97172,7/8/15,9/17/15,,3/17/17,Permit Issued,,47.61506349,-122.3387355
6489376,Construction,1000 WESTERN AVE,COMMERCIAL,ALTER,Plan Review,688000,8/12/15,9/17/15,,3/17/17,Permit Issued,,47.60470803,-122.3374058
6491040,Construction,2211 ELLIOTT AVE,COMMERCIAL,ALTER,Plan Review,360000,8/21/15,9/17/15,,3/17/17,Permit Issued,,47.61170123,-122.347792
6495568,Construction,307 E PIKE ST,COMMERCIAL,ADD/ALT,No plan review,50000,9/18/15,9/18/15,11/23/15,3/18/17,Permit Closed,,47.61390837,-122.3272126
6493984,Construction,8230 5TH AVE S,COMMERCIAL,ADD/ALT,No plan review,10000,9/18/15,9/18/15,,3/18/17,Permit Issued,,47.52878346,-122.3277282
6487340,Construction,3800 W DRAVUS ST,COMMERCIAL,ADD/ALT,Plan Review,12000,8/31/15,9/18/15,,3/18/17,Permit Issued,,47.64922392,-122.4062225
6480876,Construction,6125 SAND POINT WAY NE,COMMERCIAL,ADD/ALT,Plan Review,45000,8/21/15,9/18/15,12/4/15,3/18/17,Permit Closed,,47.67315377,-122.2680167
6472888,Construction,3031 S WALDEN ST,COMMERCIAL,ADD/ALT,Plan Review,15000,8/5/15,9/18/15,,3/18/17,Permit Issued,,47.57256616,-122.2926668
6489019,Construction,1521 1ST AVE S,COMMERCIAL,ALTER,Plan Review,1500000,8/10/15,9/18/15,,3/18/17,Permit Issued,,47.58872242,-122.3347603
6490417,Construction,720 OLIVE WAY,COMMERCIAL,ALTER,Plan Review,1800000,8/18/15,9/18/15,,3/18/17,Permit Issued,,47.61418477,-122.3348677
6471852,Demolition,2320 E UNION ST,COMMERCIAL,DEMOLITION,Plan Review,1,7/13/15,9/18/15,,3/18/17,Permit Issued,,47.6131499,-122.3017131
6495858,Construction,200 1ST AVE W,COMMERCIAL,ADD/ALT,No plan review,70324,9/21/15,9/21/15,11/2/15,3/21/17,Permit Closed,,47.62014106,-122.3576947
6481860,Construction,1111 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,355302,8/27/15,9/21/15,11/6/15,3/21/17,Permit Closed,,47.60655975,-122.3353464
6418831,Construction,1131 POPLAR PL S,COMMERCIAL,ADD/ALT,Plan Review,18000,8/19/15,9/21/15,,3/21/17,Permit Issued,,47.59216324,-122.3106628
6485091,Construction,1616 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,Plan Review,500000,8/19/15,9/21/15,,3/21/17,Permit Issued,,47.63451652,-122.3250645
6476250,Construction,1423 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,80000,7/21/15,9/21/15,11/13/15,3/21/17,Permit Closed,,47.60933818,-122.3378726
6478245,Construction,119 S MAIN ST,COMMERCIAL,ADD/ALT,Plan Review,175000,6/30/15,9/21/15,,3/21/17,Permit Issued,,47.59979533,-122.3331966
6454835,Construction,2218 AIRPORT WAY S,COMMERCIAL,ADD/ALT,Plan Review,35000,1/15/15,9/21/15,,3/21/17,Permit Issued,,47.58350463,-122.3211064
6494983,Construction,300 BOREN AVE N,COMMERCIAL,ALTER,Plan Review,1,9/16/15,9/21/15,,,Permit Issued,,47.62107332,-122.335549
6492059,Construction,1109 2ND AVE,COMMERCIAL,ALTER,Plan Review,701000,8/27/15,9/21/15,,3/21/17,Permit Issued,,47.6061431,-122.3367534
6492778,Construction,901 3RD AVE,COMMERCIAL,ALTER,Plan Review,25000,9/1/15,9/21/15,11/30/15,3/21/17,Permit Closed,,47.60505199,-122.3342878
6284321,Construction,1812 BOREN AVE,COMMERCIAL,NEW,Plan Review,142981553,12/28/14,9/21/15,,3/21/17,Permit Issued,3016574,47.61698493,-122.3319657
6486469,Construction,2615 SW TRENTON ST,COMMERCIAL,ADD/ALT,No plan review,300000,9/22/15,9/22/15,,3/22/17,Permit Issued,,47.52436954,-122.3659268
6471373,Construction,11737 GREENWOOD AVE N,COMMERCIAL,ADD/ALT,Plan Review,25000,7/30/15,9/22/15,,3/22/17,Permit Issued,,47.7153756,-122.355957
6481567,Construction,3600 15TH AVE W,COMMERCIAL,ADD/ALT,Plan Review,315050,7/23/15,9/22/15,,3/22/17,Permit Issued,,47.65252717,-122.3758838
6473197,Construction,211 N 36TH ST,COMMERCIAL,ADD/ALT,Plan Review,131467,7/21/15,9/22/15,,3/22/17,Permit Issued,,47.65247839,-122.3561029
6471037,Construction,901 CHERRY ST,COMMERCIAL,ADD/ALT,Plan Review,15000,7/16/15,9/22/15,,3/22/17,Permit Issued,,47.60616167,-122.3248519
6478002,Construction,707 WESTLAKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,659686,7/7/15,9/22/15,,3/22/17,Permit Issued,,47.62597645,-122.3392786
6471028,Construction,3790 OKANOGAN LN NE,COMMERCIAL,ADD/ALT,Plan Review,15000,7/1/15,9/22/15,,3/22/17,Permit Issued,,47.65290669,-122.3083804
6444803,Construction,404 TERRY AVE N,COMMERCIAL,ADD/ALT,Plan Review,150000,4/30/15,9/22/15,,3/22/17,Permit Issued,,47.62221783,-122.3368177
6490791,Construction,200 W MERCER ST,COMMERCIAL,ALTER,Plan Review,130000,8/20/15,9/22/15,,3/22/17,Permit Issued,,47.62498023,-122.3596677
6492069,Construction,1109 2ND AVE,COMMERCIAL,ALTER,Plan Review,35000,8/27/15,9/22/15,10/15/15,3/22/17,Permit Closed,,47.6061431,-122.3367534
6494296,Construction,1109 2ND AVE,COMMERCIAL,ALTER,Plan Review,35000,9/11/15,9/22/15,,3/22/17,Permit Issued,,47.6061431,-122.3367534
6496284,Construction,4918 RAINIER AVE S,COMMERCIAL,ADD/ALT,No plan review,1000,9/23/15,9/23/15,,3/23/17,Permit Issued,,47.55723096,-122.2844759
6489053,Construction,1020 4TH AVE S,COMMERCIAL,ADD/ALT,No plan review,86500,9/23/15,9/23/15,,3/23/17,Permit Issued,,47.59330607,-122.3278501
6407342,Construction,2251 NE 65TH ST,COMMERCIAL,ADD/ALT,Plan Review,15000,7/22/15,9/23/15,12/4/15,3/23/17,Permit Closed,,47.67558768,-122.3036226
6466517,Construction,1300 DEXTER AVE N,COMMERCIAL,ADD/ALT,Plan Review,1836937,5/21/15,9/23/15,,3/23/17,Permit Issued,,47.63116139,-122.341948
6495741,Construction,800 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,250000,9/24/15,9/24/15,11/2/15,3/24/17,Permit Closed,,47.60573523,-122.3302935
6486855,Construction,4861 RAINIER AVE S,COMMERCIAL,ADD/ALT,Plan Review,125000,8/28/15,9/24/15,,3/24/17,Permit Issued,,47.55831634,-122.2855422
6490989,Construction,3447 4TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,40000,8/21/15,9/24/15,,3/24/17,Permit Issued,,47.57235901,-122.3301052
6473116,Construction,9451 35TH AVE SW,COMMERCIAL,ADD/ALT,Plan Review,15000,8/6/15,9/24/15,,3/24/17,Permit Issued,,47.51778115,-122.3773532
6479359,Construction,600 4TH AVE,COMMERCIAL,ADD/ALT,Plan Review,250000,7/17/15,9/24/15,,3/24/17,Permit Issued,,47.60377936,-122.3297213
6476485,Construction,1531 UTAH AVE S,COMMERCIAL,ADD/ALT,Plan Review,21000,6/25/15,9/24/15,,3/24/17,Permit Issued,,47.58924534,-122.3356791
6457935,Construction,1710 NW 57TH ST,COMMERCIAL,ADD/ALT,Plan Review,365000,6/25/15,9/24/15,,3/24/17,Permit Issued,,47.67043512,-122.3797659
6470138,Construction,6118 12TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,200000,5/22/15,9/24/15,,3/24/17,Permit Issued,,47.54815548,-122.316921
6466692,Construction,36 CREMONA ST,COMMERCIAL,ADD/ALT,Plan Review,175000,5/12/15,9/24/15,,3/24/17,Permit Issued,,47.64975468,-122.3562781
6429318,Construction,3435 BURKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,20000,10/24/14,9/24/15,,3/24/17,Permit Issued,,47.64900665,-122.3354974
6494164,Construction,1200 6TH AVE,COMMERCIAL,ALTER,Plan Review,974500,9/10/15,9/24/15,,3/24/17,Permit Issued,,47.60909624,-122.3320319
6493476,Construction,1400 5TH AVE,COMMERCIAL,ALTER,Plan Review,143327,9/4/15,9/24/15,11/4/15,3/24/17,Permit Closed,,47.61003393,-122.3345338
6492202,Construction,509 OLIVE WAY,COMMERCIAL,ALTER,Plan Review,220000,8/28/15,9/24/15,,3/24/17,Permit Issued,,47.61275016,-122.3368671
6479615,Site Development,4550 UNION BAY PL NE,COMMERCIAL,GRADING,Plan Review,1,6/16/15,9/24/15,,3/24/17,Permit Issued,,47.66268917,-122.2938174
6334138,Construction,112 21ST AVE,COMMERCIAL,NEW,Plan Review,6000,10/17/14,9/24/15,,3/24/17,Permit Issued,,47.60194236,-122.3049762
6493131,Construction,117 S WASHINGTON ST,COMMERCIAL,TEMP,Plan Review,10000,9/17/15,9/24/15,,3/24/17,Permit Issued,,47.60027433,-122.3331398
6491331,Construction,8528 PALATINE AVE N,COMMERCIAL,ADD/ALT,No plan review,60000,9/25/15,9/25/15,,3/25/17,Permit Issued,,47.691327,-122.3556616
6496852,Construction,1455 NW LEARY WAY,COMMERCIAL,ADD/ALT,No plan review,18000,9/25/15,9/25/15,,3/25/17,Permit Issued,,47.66330435,-122.3755007
6496791,Construction,1107 NE 45TH ST,COMMERCIAL,ADD/ALT,No plan review,85000,9/25/15,9/25/15,11/17/15,3/25/17,Permit Closed,,47.66100947,-122.3162765
6476444,Construction,2402 S MCCLELLAN ST,COMMERCIAL,ADD/ALT,Plan Review,20000,8/10/15,9/25/15,,3/25/17,Permit Issued,,47.57846232,-122.3009865
6488577,Construction,414 OLIVE WAY,COMMERCIAL,ALTER,Plan Review,85000,8/7/15,9/25/15,,3/25/17,Permit Issued,,47.61256138,-122.3380966
6494445,Construction,1301 5TH AVE,COMMERCIAL,ALTER,Plan Review,2500000,9/11/15,9/25/15,,3/25/17,Permit Issued,,47.60896713,-122.3348214
6494144,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,394600,9/10/15,9/25/15,,3/25/17,Permit Issued,,47.60454089,-122.3307351
6493221,Construction,1424 4TH AVE,COMMERCIAL,ALTER,Plan Review,305850,9/3/15,9/25/15,11/24/15,3/25/17,Permit Closed,,47.61005381,-122.3361173
6495493,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,91984,9/18/15,9/25/15,,3/25/17,Permit Issued,,47.60454089,-122.3307351
6497057,Construction,5300 TALLMAN AVE NW,COMMERCIAL,ADD/ALT,No plan review,100000,9/28/15,9/28/15,,3/28/17,Permit Issued,,47.66737082,-122.37957
6492256,Construction,500 PINE ST,COMMERCIAL,ADD/ALT,Plan Review,100000,8/28/15,9/28/15,,3/28/17,Permit Issued,,47.61229918,-122.3363018
6482192,Construction,1000 NE 45TH ST,COMMERCIAL,ADD/ALT,Plan Review,475000,7/16/15,9/28/15,,3/28/17,Permit Issued,3018878,47.66151849,-122.3171149
6476692,Construction,511 PINE ST,COMMERCIAL,ADD/ALT,Plan Review,205000,7/7/15,9/28/15,,3/28/17,Permit Issued,,47.61160026,-122.3360295
6467132,Demolition,9580 1ST AVE NE,COMMERCIAL,DEMOLITION,Plan Review,1,4/16/15,9/28/15,,3/28/17,Permit Issued,,47.69993117,-122.3279694
6460552,Demolition,9598 1ST AVE NE,COMMERCIAL,DEMOLITION,Plan Review,1,4/16/15,9/28/15,,3/28/17,Permit Issued,3020963,47.70090248,-122.3279828
6497306,Construction,1215 4TH AVE,COMMERCIAL,ADD/ALT,No plan review,26000,9/29/15,9/29/15,11/18/15,3/29/17,Permit Closed,,47.60765132,-122.3348139
6471171,Construction,358 NW 85TH ST,COMMERCIAL,ADD/ALT,Plan Review,70011,8/6/15,9/29/15,11/13/15,3/29/17,Permit Closed,,47.69094718,-122.3631481
6474599,Construction,528 17TH AVE,COMMERCIAL,ADD/ALT,Plan Review,55000,7/23/15,9/29/15,10/5/15,3/29/17,Permit Closed,,47.6070606,-122.309671
6470567,Construction,1110 N 140TH ST,COMMERCIAL,ADD/ALT,Plan Review,97642,7/9/15,9/29/15,,3/29/17,Permit Issued,,47.73073324,-122.3443935
6465591,Construction,625 1ST AVE,COMMERCIAL,ADD/ALT,Plan Review,75000,6/18/15,9/29/15,,3/29/17,Permit Issued,,47.60244714,-122.334426
6420358,Construction,2215 4TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,45000,7/24/14,9/29/15,,3/29/17,Permit Issued,,47.58347262,-122.3297102
6497578,Construction,333 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,2000,9/30/15,9/30/15,,3/30/17,Permit Issued,,47.62113072,-122.3363095
6485861,Construction,1201 1ST AVE,COMMERCIAL,ADD/ALT,Plan Review,40000,8/19/15,9/30/15,,3/30/17,Permit Issued,,47.60636058,-122.3381824
6473807,Construction,1727 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,60000,8/19/15,9/30/15,,3/30/17,Permit Issued,,47.58752782,-122.3346729
6471381,Construction,6055 35TH AVE SW,COMMERCIAL,ADD/ALT,Plan Review,15000,8/6/15,9/30/15,,3/30/17,Permit Issued,,47.54685565,-122.3767794
6473249,Construction,1524 E OLIVE WAY,COMMERCIAL,ADD/ALT,Plan Review,200000,7/28/15,9/30/15,,3/30/17,Permit Issued,,47.61825574,-122.3261026
6483923,Construction,1050 NE 45TH ST,COMMERCIAL,ADD/ALT,Plan Review,885000,7/13/15,9/30/15,,3/30/17,Permit Issued,3018878,47.66150176,-122.3168261
6458104,Construction,1520 15TH AVE E,COMMERCIAL,ADD/ALT,Plan Review,150000,5/22/15,9/30/15,,3/30/17,Permit Issued,,47.6328994,-122.3122516
6497763,Construction,321 TERRY AVE N,COMMERCIAL,ADD/ALT,No plan review,10000,10/1/15,10/1/15,11/12/15,4/1/17,Permit Closed,,47.62137395,-122.3374579
6489270,Construction,135 32ND AVE,COMMERCIAL,ADD/ALT,No plan review,900000,10/1/15,10/1/15,,4/1/17,Permit Issued,,47.60210902,-122.2918282
6475316,Construction,440 TERRY AVE N,COMMERCIAL,ADD/ALT,Plan Review,25000,8/4/15,10/1/15,,4/1/17,Permit Issued,,47.62296493,-122.3362166
6476596,Construction,5511 24TH AVE NW,COMMERCIAL,ADD/ALT,Plan Review,489329,7/22/15,10/1/15,,4/1/17,Permit Issued,,47.66916929,-122.3883244
